rc_number,company_name,registration_date,first_invoice_date,days_to_first_invoice,bank_account,address,invoice_amount,director_bvn,is_fraud
RC250921,Obasanjo PLC,2018-01-14,2022-05-14,1581,ACYN98904255895188,"30942 Ekwueme Coves Suite 929
Deborahberg, UT 86763",1129391.38,10279374980,0
RC714993,Uche-Okonkwo,2017-05-01,2022-04-06,1801,FICP45428458059366,"60639 Simon Vista Suite 676
Lake John, UT 94350",4175971.77,62552857267,0
RC247093,Eze Inc,2021-07-11,2022-10-03,449,QHLS39001951076695,"423 Grace Street Suite 791
Josephberg, AS 13305",2518887.33,69906624861,0
RC983520,"Oyekan, Oyekan and Ibrahim",2023-01-07,2023-03-16,68,RLGN67366207295293,"045 Samuel Key Suite 028
Obitown, SD 47379",3077037.1,54648308655,0
RC247108,Akinwale-Chukwu,2024-05-31,2024-08-20,81,UJHG88409907142554,"59849 Simon Corners Suite 710
Victoriaview, VA 96842",661104.41,32920692589,0
RC281588,Balogun-Eze,2019-07-08,2019-11-02,117,LMVF24024677622136,"5163 Okafor Garden Apt. 407
North Hopeshire, MH 54470",346574.15,37878559016,0
RC829058,Okonkwo-Ekwueme,2019-12-11,2025-02-08,1886,CDKH96057814062362,"97427 Ojo Junctions
East Blessing, MN 65029",3500042.97,34648820840,0
RC635502,Okonkwo Ltd,2025-12-26,2026-04-21,116,XKOV00848434690106,"137 Michael Key
Ezefort, MI 56492",434097.53,83303363772,0
RC988839,Olawale Ltd,2025-01-02,2025-06-24,173,JEDK99899686270892,"268 Peace Via Apt. 723
Esthershire, DE 65402",2279820.61,23521459418,0
RC681373,Ekwueme Inc,2025-06-13,2025-09-27,106,HDMM06163033747921,"17730 Oshodi Plaza
Michaelton, WV 30362",3838603.7,77989661229,0
RC410282,"Eze, Balogun and Nnamani",2021-12-04,2022-02-21,79,PZME90456364654940,"9790 Comfort Corners Suite 708
North Mark, HI 55748",3993355.21,07134420930,0
RC918678,Oyekan and Sons,2021-12-31,2024-09-25,999,JZOY97816351064661,"0629 Nnamani Hills
Chukwuview, CT 53485",3001289.68,99181318502,0
RC239279,Adeyemi-Akinwale,2020-06-22,2023-03-14,995,ZBHE51876946515221,"012 Adetokunbo Burgs Suite 181
New Comforthaven, CA 23969",3156022.46,87967718105,0
RC806249,"Okafor, Ibrahim and Ojo",2023-02-11,2025-04-09,788,TRES18111142766942,"42040 Esther Roads Suite 161
Okonkwoport, TN 50260",3129091.0,07829976581,0
RC334436,Okafor-Obi,2017-03-16,2023-06-11,2278,WGKG90850333238703,"6511 David Loaf Suite 168
South Esther, PR 87913",1329339.53,75440817226,0
RC162411,Obasanjo-Ekwueme,2024-06-13,2026-01-09,575,ISNG40353315027698,"83455 Stephen Island Suite 889
West Agnes, NM 84248",1278252.76,72068663372,0
RC513141,"Oshodi, Balogun and Chukwu",2023-02-10,2024-01-31,355,KQSD97070826799007,"801 Angela Ramp
South Gabriel, VT 77151",4642840.16,02429370974,0
RC577306,Oyekan-Eze,2022-11-24,2025-03-07,834,UYXD11651812891578,"48250 Adetokunbo Mountain Apt. 137
Patienceland, GU 11343",3298675.11,22777819514,0
RC901986,Obasanjo-Okonkwo,2025-06-17,2026-01-11,208,NMHH53678235956123,"6492 Oshodi Islands Suite 914
Olawalefurt, FM 99149",244568.45,91476117209,0
RC338500,Chukwu Inc,2023-02-26,2023-05-04,67,GTLP90377667250120,"41498 Adetokunbo Summit
Obimouth, GA 32537",3441302.7,53311642215,0
RC432687,"Olawale, Uche and Ibrahim",2022-10-18,2023-01-04,78,WESH44474653851913,"4625 Victoria Road Suite 561
Joshuashire, OK 38218",126549.75,18885102019,0
RC873541,Okonkwo-Obasanjo,2018-01-13,2019-11-03,659,FKOO65548655216729,"97231 Adetokunbo Square Suite 953
New Maryborough, IA 85981",1219341.38,23279941109,0
RC896112,Nnamani PLC,2022-04-01,2025-08-16,1233,NITT82084136447792,"9106 Patience Villages
Okaforborough, PR 14781",661869.22,76700849298,0
RC837705,Okafor-Ojo,2018-03-01,2026-01-17,2879,WYAU12907841502821,"757 Simon Crossing Suite 137
Corneliusbury, NE 22154",3296180.18,37939430580,0
RC700206,Ekwueme-Adeyemi,2019-02-02,2022-05-02,1185,QLCS74978151899611,"027 Akinwale Estates
Emmanuelton, FM 53598",4141381.62,94244487074,0
RC664100,Uche Inc,2020-02-20,2023-10-23,1341,KGCT09123818091598,"PSC 5083, Box 5506
APO AA 48565",2333448.43,59659825202,0
RC494704,"Adeyemi, Akinwale and Adetokunbo",2020-07-28,2023-04-25,1001,YQCJ06391870304962,"5560 Abiola Roads
Lake Nathanielstad, WY 72714",2773084.6,29543316968,0
RC409996,"Oyekan, Ogunleye and Olawale",2024-12-11,2025-01-29,49,OXCL59098784858861,"85955 Ojo Spring
Lake Danielport, MI 91998",449388.51,91879558825,0
RC836955,Chukwu-Oshodi,2016-10-17,2021-10-15,1824,FIQI77374075002726,"6980 Ruth Stravenue Suite 118
Oshodiberg, OH 85179",4216132.22,49499941884,0
RC795661,Eze Group,2018-06-26,2022-10-23,1580,PMME13385849194081,"00086 Comfort River
North Elizabeth, CO 25734",1028204.53,60127591792,0
RC353583,"Ojo, Okafor and Eze",2022-08-07,2026-01-03,1245,WBJA20420873850194,"Unit 1238 Box 3711
DPO AP 46559",96885.41,48288853534,0
RC184282,Oyekan and Sons,2016-08-10,2025-06-18,3234,QREV30965960647668,"USS Uche
FPO AE 71222",1173452.19,63949663708,0
RC615420,Olawale Group,2025-12-11,2026-04-18,128,CETA22107239496117,"69679 Obi Ramp
North Emmanuel, TN 42995",4888285.63,02568545977,0
RC469711,Nnamani and Sons,2024-02-07,2025-11-23,655,QXIT42739282984547,"418 Esther Keys Suite 070
New Philip, MN 11810",890614.78,83589155585,0
RC342683,"Akinwale, Akinwale and Uche",2016-05-13,2018-01-22,619,WLQX13041339395455,"9340 Charity Center Apt. 285
Lake Esther, PR 97579",2118653.27,50166815488,0
RC275083,Okafor Group,2021-08-09,2026-02-12,1648,MUTS39618937632757,"94574 Okafor Ridge
North Philip, WV 74626",578267.44,99494031442,0
RC400698,Eze-Obasanjo,2022-11-05,2024-06-29,602,WBVW88045059049070,"73639 Elizabeth Circles Suite 872
Adeyemiburgh, NE 52219",1142506.33,20537337290,0
RC776082,Nnamani Ltd,2025-10-27,2026-04-13,168,GDLI95916143670216,"PSC 7203, Box 8716
APO AE 84154",3199028.03,43123205274,0
RC678691,Oyekan-Balogun,2024-11-08,2026-02-23,472,HGSA51612206758872,"597 Ibrahim Fall Suite 657
Ojofurt, NY 25276",4916756.06,65442852819,0
RC873197,Okafor-Oyekan,2021-10-14,2022-03-05,142,GGNQ37022989238062,"09456 Chukwu Trail
South Philipshire, FM 48304",97824.07,87735505352,0
RC281445,Okonkwo-Ogunleye,2019-01-25,2022-10-20,1364,HTUH06609200761421,"90722 Nathaniel Mission Suite 124
Uchefort, KS 56430",3022039.25,78944140301,0
RC326990,Olawale LLC,2022-05-16,2022-10-25,162,IWCJ62314371606307,"4435 Chukwu Plaza Suite 720
East Charity, GU 56962",3309319.37,93393943280,0
RC744766,"Uche, Olawale and Obi",2023-12-26,2024-02-23,59,MQAI16709240980519,"2951 Esther Shoal
Michaelmouth, NE 66690",1444865.77,99447418167,0
RC348940,Obi and Sons,2023-05-04,2023-09-21,140,TLQF96931365517055,"32568 Okafor Forges
Lake Comfortshire, VA 09740",3227045.36,15014661288,0
RC397414,Obasanjo-Ekwueme,2018-12-24,2023-08-01,1681,BYST88765441278716,"2449 Oyekan Islands Apt. 654
Port Samuelbury, CA 84262",4881663.55,01565968750,0
RC850078,"Akinwale, Okonkwo and Uche",2020-06-24,2025-02-16,1698,SXEZ57297745166646,"152 Nnamani Way Suite 173
Joshuaberg, TN 29901",1718723.98,33803398467,0
RC122604,Oshodi-Balogun,2022-11-12,2023-04-22,161,PADZ00462765121711,"175 Nathaniel Wall
Uchestad, NM 47511",4472822.46,33735934717,0
RC995711,"Nnamani, Adeyemi and Ekwueme",2020-06-25,2025-03-03,1712,LXNQ58474211981133,"777 Nathaniel Ports
Lake Joshua, NH 52048",2751628.79,09410373376,0
RC236366,Abiola PLC,2020-01-03,2023-04-29,1212,WCDW13067920502072,"64119 Abiola Haven Apt. 493
South Comfort, TN 17405",2651663.93,42121188716,0
RC674279,Akinwale and Sons,2018-08-14,2023-06-16,1767,JISA84983676693616,"78261 Oyekan Rapid Apt. 177
Gabrielfort, OR 20688",2195583.03,29884606207,0
RC495357,Eze Group,2023-03-12,2026-03-25,1109,BGND64722155968796,"PSC 2260, Box 2043
APO AA 75361",1911366.23,34912657480,0
RC695853,"Nnamani, Adetokunbo and Nnamani",2020-08-31,2026-01-29,1977,XNBN71389751605237,"98243 Okonkwo Ports
South Philip, NJ 37758",4922477.98,48486728911,0
RC837739,Oyekan LLC,2021-07-15,2024-06-16,1067,STHI73914099157530,"46237 Stephen Plaza
West Peaceshire, SD 97362",1642255.14,61662310314,0
RC369033,Eze Ltd,2018-01-14,2022-05-07,1574,YVSO01314941815305,"91551 Oshodi Knolls
West Benjaminfurt, AK 41958",1763858.82,08916019806,0
RC491918,Okonkwo Inc,2024-10-11,2025-10-18,372,XVLK68785666760458,"094 Adeyemi Mountain
Sarahport, GU 44361",873598.31,39101262226,0
RC319563,"Nnamani, Balogun and Adeyemi",2017-09-04,2025-12-09,3018,KBTX77161392927014,"34417 Agnes Row Suite 776
West Peace, CA 91753",1277477.78,05502577129,0
RC175806,Abiola Inc,2025-07-11,2025-11-17,129,IOWB02852110863196,"Unit 9086 Box 0606
DPO AE 61779",833868.71,60072183644,0
RC728194,"Okafor, Chukwu and Okafor",2020-11-18,2022-04-04,502,HFUU28616096864912,"7925 Balogun Grove
Adeyemiview, TX 88099",295258.91,45350152663,0
RC651402,Olawale Ltd,2019-09-28,2021-04-01,551,HRJM41906659755351,"USS Uche
FPO AE 85041",4415221.94,27616888579,0
RC788509,Okafor Group,2022-03-04,2024-06-18,837,VUPI43942173474686,"190 Oyekan Grove Suite 304
Port Agnesmouth, NE 31318",2810932.5,39815755547,0
RC726658,Uche Inc,2019-02-07,2022-02-22,1111,OPSK62998590191563,"58535 Okafor Glen
Peaceborough, OH 51731",1347737.93,78634065929,0
RC331802,"Adeyemi, Nnamani and Abiola",2024-12-22,2025-09-08,260,NFLL91806996592916,"USS Adeyemi
FPO AA 68625",4964235.58,78875719128,0
RC848409,Ekwueme-Eze,2022-09-08,2025-01-13,858,ZARC82339868629918,"01186 Eze Brook Suite 027
Benjamintown, KY 62108",3784523.57,35519343565,0
RC811757,"Okafor, Chukwu and Abiola",2023-12-18,2025-12-28,741,BSFZ15829327805809,"8547 Esther Path Suite 651
Lake Grace, HI 04308",408670.21,67890672281,0
RC613490,"Adeyemi, Adeyemi and Olawale",2018-02-22,2019-12-31,677,LMGF31175611188643,"06153 Ogunleye Crest Apt. 156
Julietport, MN 69367",790258.29,85720507934,0
RC282245,Oyekan Group,2021-09-18,2022-12-12,450,SFCN47949252952016,"068 Victoria Valleys Apt. 911
Adeyemifort, DE 82325",3925965.71,48120889872,0
RC714889,Okonkwo-Ogunleye,2017-04-13,2020-08-07,1212,BBPB64820544960255,"Unit 0075 Box 8973
DPO AP 97782",1190559.57,99630238758,0
RC285194,"Ogunleye, Obi and Oyekan",2019-10-05,2020-03-01,148,JEPN94842993865133,"5488 Elizabeth Groves
Elizabethview, AS 74090",118542.01,81612117456,0
RC189272,Obasanjo-Oyekan,2020-06-28,2022-07-01,733,LWCI32985268065023,"7282 Oyekan Corner
Obasanjoport, NH 61344",3049326.65,45850686028,0
RC727598,"Chukwu, Olawale and Balogun",2021-09-21,2025-03-26,1282,RRRE14391229926239,"Unit 2531 Box 1267
DPO AP 00725",2966420.89,76994208738,0
RC444633,"Oyekan, Ojo and Oshodi",2016-12-22,2020-10-05,1383,NLHP01861132317273,"80697 Uche Greens Apt. 019
Abiolamouth, MO 25833",2075278.38,28763080066,0
RC448356,Oyekan Ltd,2018-06-22,2020-08-08,778,BEWP05155047721358,"PSC 9016, Box 4535
APO AP 36214",4377741.02,96621355000,0
RC556294,Obasanjo and Sons,2023-03-31,2023-10-02,185,EGUM25014047302607,"9544 Samuel Isle Suite 551
Lake Stephen, AK 59494",527982.72,89384012706,0
RC916098,Obi PLC,2018-05-18,2018-08-29,103,PTPN35473409145639,"069 Oshodi Squares
Abiolaland, PR 96389",195651.54,53961597742,0
RC968655,Ekwueme Inc,2025-12-07,2025-12-25,18,UZVM08550549990123,"96581 Joshua Valley
Lake Ruthberg, OR 71645",3874216.81,83242384361,0
RC902601,"Abiola, Oyekan and Oshodi",2025-07-04,2025-12-02,151,VXQJ42122874328635,"079 Philip Views Suite 289
Obifurt, MO 51850",932684.78,72784295332,0
RC254437,"Ojo, Adeyemi and Akinwale",2021-11-15,2023-08-02,625,CEPD51355321657715,"71971 Agnes Ways
Lake Blessingport, DE 68323",3066115.13,20973696959,0
RC444288,Okafor Inc,2021-05-25,2023-08-26,823,SZUR44305776097705,"07019 Mark River Apt. 728
Julietton, VI 98459",1252503.07,70061262697,0
RC533284,Akinwale-Ibrahim,2025-01-03,2026-01-06,368,DCZQ08091979401390,"2284 Adetokunbo Pike
Ekwuemeberg, WA 06718",272824.37,20512093539,0
RC375246,Obi-Okonkwo,2019-04-27,2025-04-25,2190,MZNX90968159592256,"3604 Joy Rapid Apt. 140
North Jameston, MO 46480",1084290.23,34602443293,0
RC600887,"Okonkwo, Adetokunbo and Ibrahim",2022-03-05,2025-11-23,1359,LUFJ65257278343239,"158 Mark Walks Suite 907
Corneliusfort, CA 58008",1186186.92,67527040503,0
RC112069,"Adeyemi, Okafor and Chukwu",2024-02-19,2025-12-28,678,ALPF03535418021788,"845 James Courts Suite 761
New Benjamin, CO 31057",2016563.62,73444323806,0
RC848696,"Adeyemi, Oshodi and Ojo",2020-03-19,2025-12-29,2111,ZDIR08236715096822,"49672 Oyekan Grove Suite 010
Ogunleyebury, AL 77542",2725516.46,38898508443,0
RC302994,"Obasanjo, Oyekan and Adetokunbo",2025-07-13,2026-03-07,237,QJHN85334287119443,"Unit 8229 Box 2723
DPO AA 13422",3024242.9,35754953325,0
RC991113,Akinwale-Akinwale,2020-02-12,2020-09-17,218,HFHQ07294997272114,"PSC 7581, Box 3831
APO AE 79511",182879.5,35249274291,0
RC456350,"Okonkwo, Nnamani and Ojo",2020-08-18,2024-08-03,1446,NACJ67183632461553,"82149 Stephen Glen
Lake Emmanuel, PA 38950",1006320.35,82532290096,0
RC246264,Chukwu Group,2019-02-03,2024-04-21,1904,OWGH35899050389005,"32822 James Rue Apt. 986
Johnfort, MA 79513",990930.01,01704418307,0
RC154233,Oyekan-Obasanjo,2022-03-26,2024-06-02,799,NLNG16236998438338,"547 Emmanuel Field Apt. 907
Lake Gloria, VA 09796",4662421.85,95935072998,0
RC569237,Nnamani-Uche,2019-06-21,2024-06-21,1827,TKDQ76003362569193,"344 Obasanjo Pike Suite 488
Agnesburgh, DC 68325",4448861.49,46304047755,0
RC637804,Eze Ltd,2020-07-16,2022-06-14,698,LKCN01044267277873,"8823 Esther Lake
Port Paulland, MH 64704",3240496.92,90688124654,0
RC945049,Ojo-Oyekan,2016-08-18,2024-10-07,2972,DLLI76216665311624,"95324 Nathaniel Via
Port Corneliushaven, NE 20412",694277.19,14464670951,0
RC417756,Okafor Inc,2017-05-11,2024-08-27,2665,JPBQ21550639287735,"264 Okonkwo Street Suite 106
Adeyemiside, KS 89450",2661641.16,06926750479,0
RC979349,"Obi, Oyekan and Okafor",2017-01-05,2018-03-22,441,KLMG31145285755539,"677 Ojo Camp Apt. 603
Port Elizabeth, SD 56415",1198340.08,28538054006,0
RC285279,Okafor-Chukwu,2018-08-14,2024-07-21,2168,BKIX78235523819453,"06810 Gloria Parkway
South Emmanuel, NE 83966",4667354.24,87525339781,0
RC405891,Eze Ltd,2021-10-24,2022-06-28,247,MBIQ19381224855089,"723 Chukwu Flat
Lake Davidview, VI 78042",3535199.63,03161700259,0
RC482486,"Oyekan, Adeyemi and Okonkwo",2024-09-28,2025-02-14,139,XQZW25772580398807,"PSC 6025, Box 4788
APO AA 40545",3496651.7,49053244966,0
RC223545,Okafor-Chukwu,2023-12-28,2024-05-18,142,ABCL40636373657909,"16130 Okonkwo Fords Suite 345
Olawaleshire, FL 62758",2810653.68,38678904701,0
RC295986,Chukwu-Uche,2021-03-16,2024-12-02,1357,TEFK73002068908467,"USNS Oshodi
FPO AP 87508",2837281.14,29170956482,0
RC535655,Uche-Oshodi,2023-12-02,2024-08-22,264,FNDT96284726559035,"0447 Mary Throughway Suite 544
Deborahberg, OK 97214",3100744.38,59437613919,0
RC585965,Chukwu-Okonkwo,2016-08-12,2017-11-02,447,UZOG81017296493599,"316 Emmanuel Mountain
Adeyemiland, UT 48825",3232725.77,80530671257,0
RC182422,Okafor-Eze,2023-12-07,2025-11-01,695,AJIA70273475599832,"633 Daniel Extensions
Stephenville, OR 69336",2240641.16,57407934862,0
RC162650,Nnamani Ltd,2025-01-12,2025-05-27,135,EYVK95666650267932,"9473 Victoria Freeway Suite 534
Lake Comfortborough, CA 90688",3337268.83,33011036398,0
RC541521,"Ogunleye, Adeyemi and Oyekan",2025-02-26,2025-10-24,240,OEMS39821619546067,"20603 Abiola Lights
Ucheport, VT 69643",150421.6,53331700737,0
RC945374,Akinwale-Obi,2024-11-11,2025-03-16,125,YZLB46128880596142,"2242 Uche Drives
Port Blessing, VI 98612",1002631.15,04001879713,0
RC591452,Ojo LLC,2016-10-29,2025-08-15,3212,ZWLU63685414870545,"648 Balogun Junctions
North Samuel, CO 09885",4593538.48,08937294285,0
RC771395,"Ibrahim, Oshodi and Oyekan",2019-06-03,2019-12-10,190,KQOL43302219779559,"8373 Faith Viaduct Suite 040
Corneliusbury, FL 85998",3858132.53,01239100079,0
RC728002,Eze-Balogun,2017-02-18,2023-02-17,2190,QUVV60126521995823,"25825 Victoria Valleys
North Markberg, WI 85741",1436515.96,55054795806,0
RC361244,Okafor and Sons,2020-04-05,2024-07-31,1578,OJNB65929240759269,"534 Adetokunbo Shores
Port Sarahport, NV 69443",4942214.66,10619760050,0
RC780788,Oyekan-Ekwueme,2021-04-29,2024-11-27,1308,BAFC40150343429274,"Unit 0398 Box 5814
DPO AA 84219",4055215.17,97499668276,0
RC271484,Abiola Group,2017-07-13,2026-02-17,3141,WROZ14072034732550,"30781 Chukwu Crest Apt. 091
Petermouth, MT 83711",2475905.7,23137563356,0
RC266572,Okonkwo and Sons,2025-09-11,2026-04-18,219,LIBO45120434790000,"2387 Comfort Knolls
Gracebury, PW 55430",3977709.94,31278219278,0
RC627712,Obi-Ojo,2025-02-17,2025-11-20,276,NXYV68503702410923,"USS Akinwale
FPO AP 26442",756903.56,46969769378,0
RC909780,Abiola Ltd,2020-02-08,2025-12-22,2144,UUHP78948238747332,"063 Emmanuel Village
Deborahmouth, GU 21013",4152444.34,34490126820,0
RC522529,Adetokunbo and Sons,2017-01-05,2020-06-28,1270,UYQI82656895491419,"849 Faith Islands
South Andrewport, SD 61209",4617973.9,67761904765,0
RC570779,Ekwueme-Ekwueme,2020-05-24,2024-10-12,1602,RZRD36302513388177,"71648 Ekwueme Hollow
West Gabrielmouth, IN 38612",2166299.38,71485134853,0
RC845256,"Ogunleye, Ogunleye and Akinwale",2023-03-20,2024-08-01,500,LIIL92240600193028,"403 Angela Plain Apt. 789
Julietmouth, NY 90644",4301698.64,77614856682,0
RC385307,Adeyemi LLC,2018-06-20,2020-01-06,565,RLEF94253851303812,"63656 Adetokunbo Pines Apt. 334
Abiolaland, ID 05079",705525.55,04606882110,0
RC228290,Chukwu and Sons,2022-04-07,2025-04-03,1092,ORLP46615726583373,"PSC 5321, Box 7211
APO AE 71701",2760744.38,68379390824,0
RC432274,Balogun PLC,2020-07-03,2025-09-23,1908,SRQF02863670732394,"36658 Nnamani Knolls
Port Joshuaborough, NJ 52759",4397524.09,10042642828,0
RC331432,Chukwu Group,2021-07-11,2023-05-02,660,ROTC36968479242985,"270 Adeyemi Rest
Nathanielbury, IN 13500",1150177.07,29482159063,0
RC900862,Obasanjo LLC,2022-04-03,2024-07-25,844,BLGT16793365432524,"255 Ojo Summit
Josephland, AL 23090",4750852.28,06718159311,0
RC528077,Ojo Inc,2017-01-30,2023-02-24,2216,MTCN73957543206503,"69975 Obasanjo Alley
Okaforshire, CT 26664",3710820.38,91693143057,0
RC260251,Olawale Ltd,2020-10-01,2023-11-25,1150,USNW78466204018447,"66097 Philip Land
South Hope, NH 31989",4195764.34,22636254136,0
RC302436,Ibrahim Group,2019-12-19,2023-06-12,1271,MALE36015588940054,"923 Esther Cliffs Apt. 362
Nnamaniside, OK 66075",2573357.24,48342407698,0
RC425402,"Chukwu, Obi and Oshodi",2018-10-28,2024-07-03,2075,EDTI26439447715096,"2736 Okonkwo Canyon Suite 801
Paulbury, WV 54254",666595.55,00106242238,0
RC864913,Oyekan Inc,2024-08-29,2024-09-06,8,UKQB10905860577782,"73737 Obi Route
Abiolaland, ID 48044",3927473.54,98270985278,0
RC454485,"Okonkwo, Ojo and Obasanjo",2022-02-24,2023-11-16,630,GWAM49258914772617,"2025 Angela Garden
West Charity, ME 14475",4754060.2,50856483934,0
RC577681,Ibrahim-Eze,2017-06-26,2023-12-24,2372,XZLC80448864241630,"3082 Ekwueme Skyway
Akinwaleside, AZ 57563",2968451.09,56005064031,0
RC496056,Okafor-Balogun,2020-05-16,2022-12-23,951,FEFI97199725693643,"68335 Oshodi Lights Apt. 662
Uchestad, LA 70104",3066150.57,24995029748,0
RC171102,Okafor LLC,2019-03-22,2019-08-19,150,IVNV07424417082219,"7506 Victoria Trail Apt. 685
Joshuafurt, CA 16499",3138245.99,83081468105,0
RC345533,Eze-Oyekan,2020-07-08,2023-01-28,934,ALLI60845323606338,"14597 Eze Mountain
West Gabrielview, NY 54491",3650184.04,34702398820,0
RC348022,Chukwu Ltd,2018-05-12,2019-03-02,294,ROAA24926617222209,"5506 Oyekan Throughway
Ibrahimborough, OH 79363",1330380.54,81215141529,0
RC142777,Abiola-Ogunleye,2023-05-16,2023-11-18,186,TNIE30438918296268,"2576 Stephen Curve Apt. 520
East Elizabethmouth, FL 64053",4661078.14,32608387225,0
RC479419,Ibrahim-Adeyemi,2021-08-13,2024-02-28,929,GDRU26266784476612,"27602 Emmanuel Isle Apt. 187
Blessingbury, VA 97220",1648822.55,95302800278,0
RC100077,"Abiola, Ogunleye and Okafor",2017-11-06,2025-07-14,2807,KVKW06106908300430,"5035 Stephen Meadow Apt. 336
Andrewfort, AL 12519",294193.86,21949017617,0
RC166994,Eze Inc,2025-05-22,2026-01-16,239,DYAO60646214431802,"3864 Balogun Greens
Ruthmouth, SD 89277",456112.55,18796288633,0
RC493046,Uche Ltd,2016-06-12,2024-06-27,2937,GSXZ66174624819011,"26860 Agnes Parks
Stephenton, FM 28432",205600.04,91971875979,0
RC137877,Oshodi LLC,2024-06-21,2026-02-25,614,OMWH72449894061390,"14502 Angela Port Apt. 150
Port Blessingstad, NH 35025",3840008.64,39619808420,0
RC976212,Nnamani-Ojo,2022-03-08,2022-08-08,153,UGQF51576910668463,"PSC 5067, Box 2428
APO AP 71510",1356052.93,66277621754,0
RC739724,Ojo PLC,2024-12-03,2025-12-17,379,DYME68129558681489,"2005 Angela Canyon
Johnhaven, DE 39262",2304758.13,83501946932,0
RC120869,Abiola Group,2024-12-28,2025-03-24,86,PCVW50680585107254,"49860 Sarah Lodge Apt. 049
Port James, OR 03829",4387739.82,68607375630,0
RC604677,Uche Group,2020-02-23,2024-05-17,1545,HRES11049048122484,"7943 Comfort Isle Suite 461
Ruthshire, ND 62269",4962473.03,33499501019,0
RC175566,"Nnamani, Ibrahim and Olawale",2024-08-17,2025-02-11,178,QUGH98083757976883,"97396 Faith Cape Apt. 769
North Angelaborough, VT 74953",1203868.81,56461481294,0
RC527040,Oyekan-Uche,2019-12-02,2022-06-14,925,HWPY72769318187878,"6000 Joy Parks Apt. 808
Patienceside, VA 45813",750896.17,70924970606,0
RC224942,Uche LLC,2023-04-21,2024-09-13,511,ALDF97953452261679,"1048 Ibrahim Cliffs Suite 275
North Deborah, NJ 83297",4580639.96,26537148269,0
RC762331,Uche-Okonkwo,2024-12-05,2025-11-17,347,IAIX91562832796286,"1371 Nnamani Rapids Apt. 682
New Esther, IA 86685",2807473.45,06061164568,0
RC449316,Obi-Uche,2025-01-13,2025-03-28,74,VBRP44308250835964,"23818 Chukwu Cliffs
Balogunchester, MI 48746",1637576.57,32262233875,0
RC506073,"Ojo, Abiola and Obi",2018-11-01,2020-05-11,557,TNYT07123835779546,"853 James Lakes
East Paul, AL 67859",4000039.23,52642678216,0
RC735333,Ogunleye-Akinwale,2018-05-05,2021-03-27,1057,XOWE93305474352659,"99477 Ibrahim Bypass
Elizabethhaven, NV 32988",4614103.18,75810127293,0
RC890379,"Ekwueme, Abiola and Oyekan",2022-08-20,2023-05-26,279,NROQ99319990195744,"714 Juliet Square Apt. 175
Johnbury, IL 15147",1440091.15,46491038827,0
